question,RMV,REM,RGLAD,RLFC,truth,AND,OR,hard
5d75c8a644578a1f48f50c81,4,4,4,4,4,4,4,0
5d75c8cb44578a1f48f6c3cf,4,4,4,4,1,4,4,0
5d75c8f744578a1f48f92c43,4,4,4,4,4,4,4,0
5d75c91c44578a1f48fb7017,1,1,1,1,1,1,1,0
5d75ca4a44578a1f4802682c,1,3,1,3,1,1,3,0
5d75ce3d44578a1f480a92e0,1,3,1,3,2,1,3,0
5d75d37d44578a1f481de207,1,3,1,3,2,1,3,0
5d75d49544578a1f4821340e,4,4,4,4,2,4,4,0
5d75d73744578a1f482894ba,4,4,4,4,4,4,4,0
5d75d74344578a1f482974ef,4,2,4,2,2,0,6,0
5d7c249044578a1f48304c4b,4,4,4,4,2,4,4,0
5d7c290744578a1f48452f98,1,2,1,2,1,0,3,0
5d7c293644578a1f484a58f2,4,4,4,4,1,4,4,0
5d7c296b44578a1f484aef73,2,5,1,5,2,0,7,0
5d7c29ef44578a1f484b8aa8,4,4,4,4,2,4,4,0
5d7c2b1344578a1f484d3f2e,1,1,1,1,1,1,1,0
5d7c2b4044578a1f484eb306,1,1,1,1,1,1,1,0
5d7c2b9544578a1f4854944b,1,1,1,1,2,1,1,0
5d7c2ba544578a1f485642b4,3,3,3,3,4,3,3,0
5d7c2baf44578a1f4857ae72,1,1,1,1,1,1,1,0
5d7c2cb944578a1f485cfafc,4,3,4,3,2,0,7,0
5d7c2cba44578a1f485d1c93,1,1,1,1,1,1,1,0
5d7c2cc644578a1f485e71b7,1,1,1,1,1,1,1,0
5d7c2d4a44578a1f4866e63e,3,3,4,3,2,0,7,0
5d7c2e3044578a1f48694c88,4,4,4,4,1,4,4,0
5d7c3d7844578a1f489126ca,4,4,4,4,1,4,4,0
5d7c3d7844578a1f4891274d,3,3,3,3,4,3,3,0
5d7c3e3f44578a1f4896636e,1,1,1,1,1,1,1,0
5d7c3e5844578a1f4897f14d,1,2,1,2,1,0,3,0
5d7c3ea344578a1f489ff208,1,3,4,3,2,0,7,0
5d7c3f7244578a1f48a5c147,4,4,4,4,4,4,4,0
5d7c3f7a44578a1f48a6bb1c,1,5,1,5,1,1,5,0
5d7c402044578a1f48aa74a6,1,1,1,1,1,1,1,0
5d7c434244578a1f48b64123,4,4,4,4,2,4,4,0
5d7c444c44578a1f48bb7dd6,1,1,1,1,1,1,1,0
5d7c4ef844578a1f48dfb348,4,4,4,4,4,4,4,0
5d7c52b144578a1f48f16a23,4,4,4,4,4,4,4,0
5d7c530944578a1f48f2dada,4,4,4,4,4,4,4,0
5d7c541844578a1f48fdbce4,1,1,1,1,1,1,1,0
5d7c543144578a1f48ff24ed,1,1,1,1,1,1,1,0
5d7c543644578a1f48ffd436,2,1,1,1,1,0,3,0
5d7c543d44578a1f4800739b,1,1,1,1,1,1,1,0
5d7c54b544578a1f4806810f,4,3,4,3,4,0,7,0
5d7c54ca44578a1f4808d8e8,1,1,1,1,1,1,1,0
5d7c561d44578a1f480cf4fc,1,1,1,1,4,1,1,0
5d7c57a044578a1f4816af1f,1,3,4,3,1,0,7,0
5d7c57b144578a1f48176e4c,4,3,4,3,4,0,7,0
5d7c580c44578a1f481cdb10,4,2,4,2,4,0,6,0
5d7c58bf44578a1f482599d4,1,1,1,1,1,1,1,0
5d7c58f244578a1f4828a001,4,4,4,4,4,4,4,0
5d7c59f944578a1f482b0fef,1,1,1,1,1,1,1,0
5d7c5ba144578a1f48358f61,4,4,4,4,4,4,4,0
5d7c5cfc44578a1f483e5597,1,1,1,1,1,1,1,0
5d7c5da444578a1f48404ed1,4,2,4,2,4,0,6,0
5d7c5e8f44578a1f4843abd1,1,2,1,2,1,0,3,0
5d7c5f0744578a1f4847f9ae,4,3,4,3,4,0,7,0
5d7c5f8844578a1f484aa7f6,4,4,4,4,4,4,4,0
5d7c61c944578a1f484eded0,4,4,4,4,4,4,4,0
5d7c62b444578a1f48518fab,4,5,4,5,1,4,5,0
5d7c63e244578a1f48563089,5,2,1,2,4,0,7,0
5d7c63e744578a1f4856434f,4,1,4,1,4,0,5,0
5d7c63eb44578a1f48567bdb,4,4,4,4,4,4,4,0
5d7c63ee44578a1f4856e5f9,4,4,4,4,2,4,4,0
5d7c643944578a1f48591d7e,4,4,4,4,4,4,4,0
5d7c64e544578a1f485cde4a,2,2,1,2,1,0,3,0
5d7c65ef44578a1f485dc351,4,4,4,4,4,4,4,0
5d7c65ff44578a1f485e3c7a,1,1,1,1,1,1,1,0
5d7c65ff44578a1f485e5878,4,4,4,4,4,4,4,0
5d7c661b44578a1f486053c3,4,4,4,4,4,4,4,0
5d7c662244578a1f48610faa,1,2,1,2,1,0,3,0
5d7c662544578a1f48615155,4,1,4,1,1,0,5,0
5d7c6fdc44578a1f488b08db,1,1,1,1,1,1,1,0
5d7c709844578a1f488c0582,4,1,4,1,4,0,5,0
5d7c71b744578a1f488e9afd,5,1,2,1,1,0,7,0
5d7c737744578a1f48919bc7,4,1,4,1,3,0,5,0
5d7c742144578a1f48964339,1,1,1,1,2,1,1,0
5d7c742744578a1f4896efef,4,4,4,4,4,4,4,0
5d7c743744578a1f4897d6aa,1,1,1,1,1,1,1,0
5d8fab8c44578a1f489df872,1,1,4,1,1,0,5,0
5d8faec244578a1f48a1fa5b,1,1,1,1,1,1,1,0
5d8faf7744578a1f48a407db,4,3,4,3,2,0,7,0
5d8fafa044578a1f48a551f3,1,1,1,1,1,1,1,0
5d8fb18044578a1f48a9c2e6,4,3,4,3,1,0,7,0
5d8fb3b444578a1f48abbc67,1,2,4,2,4,0,7,0
5d8fb52044578a1f48ad67d6,3,3,3,3,4,3,3,0
5d8fb5da44578a1f48b2afb8,2,1,2,1,1,0,3,0
5d8fb7bb44578a1f48b6f288,4,4,4,4,4,4,4,0
5d8fb92044578a1f48ba1fc8,4,4,4,4,4,4,4,0
5d8fbaf144578a1f48bfaf92,4,4,4,4,2,4,4,0
5d8fbf8e44578a1f48c71fd2,4,4,4,4,2,4,4,0
5d8fbfd044578a1f48c7ac58,4,4,4,4,4,4,4,0
5d8fc4ae44578a1f48d5e3e8,3,3,3,3,2,3,3,0
5d8fc5b744578a1f48de7ef9,4,4,4,4,4,4,4,0
5d8fc5fe44578a1f48e05f09,2,5,2,5,4,0,7,0
5d8fc5ff44578a1f48e090eb,1,1,1,1,1,1,1,0
5d8fc8ad44578a1f48e64292,4,4,4,4,4,4,4,0
5d8fc96e44578a1f48e9bacd,1,1,1,1,1,1,1,0
5d8fc97344578a1f48ea390a,1,1,1,1,1,1,1,0
5d8fc97644578a1f48ea72e7,3,3,3,3,2,3,3,0
5d8fca8d44578a1f48f37613,4,4,4,4,4,4,4,0
5d8fcc2544578a1f48fa0b2d,4,4,4,4,4,4,4,0
5d8fcf8e44578a1f48028fd7,1,2,4,2,4,0,7,0
5d8fd34644578a1f480d29e8,4,4,4,4,4,4,4,0
5d8fd8a044578a1f4812ca46,2,2,2,2,4,2,2,0
5d8fdebc44578a1f481a2ecd,2,2,2,2,4,2,2,0
5d8fdf0a44578a1f481add95,3,4,3,4,4,0,7,0
5d8fe57d44578a1f481f65bf,3,3,3,3,1,3,3,0
5d8fe98c44578a1f4822361b,2,2,2,2,1,2,2,0
5d8fef4144578a1f4828d0e1,1,2,1,2,1,0,3,0
5d8fef7244578a1f4828fdbe,1,2,1,2,1,0,3,0
5d8ff1f344578a1f482ba896,4,4,4,4,1,4,4,0
5d900c3544578a1f484d7797,4,5,4,5,4,4,5,0
5d900e8144578a1f48529609,4,5,4,5,4,4,5,0
5d9012f644578a1f485a069b,4,4,4,4,1,4,4,0
5d9013d744578a1f485f25b1,4,4,4,4,4,4,4,0
5d90149d44578a1f48604d52,4,1,4,1,4,0,5,0
5d9016a844578a1f4863e486,4,4,4,4,2,4,4,0
5d901c6844578a1f486bc086,4,4,4,4,4,4,4,0
5d9026e444578a1f48812654,4,4,4,4,4,4,4,0
5d903b6744578a1f489c014b,4,4,4,4,1,4,4,0
5d903ed244578a1f48a05674,4,4,4,4,4,4,4,0
5d90467f44578a1f48ab1804,4,4,4,4,4,4,4,0
5d90484e44578a1f48ac7be3,1,1,1,1,1,1,1,0
5d904d3e44578a1f48b24d18,2,2,2,2,4,2,2,0
5d905e3344578a1f48cf5bef,1,1,1,1,1,1,1,0
5d905eb944578a1f48d069c3,4,4,4,4,4,4,4,0
5d90621b44578a1f48d900ec,4,4,4,4,4,4,4,0
5d9066b844578a1f48de76b1,4,4,4,4,4,4,4,0
5d90680844578a1f48df4db6,1,1,1,1,1,1,1,0
5d906a9044578a1f48e70aa3,1,1,1,1,1,1,1,0
5d906c6b44578a1f48eb4de2,1,1,1,1,1,1,1,0
5d907d7244578a1f480094a8,4,4,4,4,4,4,4,0
5d907fc544578a1f48048fea,2,1,4,1,1,0,7,0
5d907fc944578a1f4804ff25,4,4,4,4,4,4,4,0
5d9080f744578a1f4809a942,4,3,3,3,4,0,7,0
5d90827044578a1f480ccfa9,2,2,2,2,3,2,2,0
5d9082f944578a1f480eb5b9,4,4,4,4,4,4,4,0
5d9086eb44578a1f48140eef,4,4,4,4,4,4,4,0
5d90888444578a1f4819baab,1,1,1,1,1,1,1,0
5d908b8444578a1f481b4426,4,4,4,4,4,4,4,0
5d908ca744578a1f481ce329,4,4,4,4,4,4,4,0
5d908cde44578a1f481d0ddd,2,2,2,2,4,2,2,0
5d908d3844578a1f481d8e95,3,3,3,3,2,3,3,0
5d908ddc44578a1f481ed033,1,1,1,1,2,1,1,0
5d908e3244578a1f481fb5ef,4,4,4,4,4,4,4,0
5d908e3244578a1f481fb8c1,5,3,3,3,2,1,7,0
5d908e9f44578a1f48204b03,1,1,1,1,2,1,1,0
5d90910a44578a1f4824fca8,4,4,4,4,4,4,4,0
5d9091f544578a1f4826e2a0,3,3,3,3,2,3,3,0
5d90997e44578a1f483d9078,3,3,3,3,1,3,3,0
5d909d0a44578a1f4841fb38,1,1,1,1,1,1,1,0
5d909de344578a1f48458948,4,2,4,2,4,0,6,0
5d90a52444578a1f484e4319,4,2,4,2,4,0,6,0
5d90a60944578a1f484fc0d3,2,2,2,2,3,2,2,0
5d90ac3d44578a1f48553cb2,1,1,1,1,1,1,1,0
5d90aebf44578a1f48578823,4,4,4,4,4,4,4,0
5d90afc044578a1f485915ab,4,4,4,4,4,4,4,0
5d90b23144578a1f485d69ac,4,4,4,4,4,4,4,0
5d90b3f144578a1f485fe28e,2,2,4,2,4,0,6,0
5d90b48b44578a1f48611848,1,2,1,2,1,0,3,0
5d90b75444578a1f4864e351,1,1,4,1,1,0,5,0
5d90b7a244578a1f48658173,4,4,4,4,4,4,4,0
5d90ba7544578a1f486a69ba,3,3,3,3,1,3,3,0
5d90bb1144578a1f486c7465,4,4,4,4,4,4,4,0
5d90bf8844578a1f48766509,4,4,4,4,4,4,4,0
5d90c08344578a1f48793f9e,4,4,4,4,4,4,4,0
5d90c18744578a1f487d4a1e,4,4,4,4,4,4,4,0
5d90c32344578a1f4881c3ad,4,4,4,4,4,4,4,0
5d90c33744578a1f4882e660,4,4,4,4,4,4,4,0
5d90cec944578a1f48926d31,4,4,4,4,2,4,4,0
5d90cfae44578a1f4893093c,2,5,3,5,1,0,7,0
5d90d1ef44578a1f4895317c,4,2,4,2,4,0,6,0
5d90d1f044578a1f48953a71,4,4,4,4,4,4,4,0
5d90d46244578a1f4897228f,1,1,1,1,1,1,1,0
5d90d72144578a1f489b52bb,1,2,2,2,3,0,3,0
5d90d77044578a1f489c5d2c,4,3,3,3,1,0,7,0
5d90d79944578a1f489d04f0,4,4,4,4,1,4,4,0
5d911f1a44578a1f48a45dfc,4,4,4,4,4,4,4,0
5d91200b44578a1f48a74a39,4,4,4,4,4,4,4,0
5d91221c44578a1f48ad1fb2,4,4,4,4,2,4,4,0
5d91239544578a1f48aedd97,2,2,2,2,3,2,2,0
5d9126fb44578a1f48b20b44,4,4,4,4,4,4,4,0
5d9129d944578a1f48b57c52,1,1,1,1,2,1,1,0
5d91303244578a1f48bd70a6,4,4,4,4,4,4,4,0
5d91315844578a1f48c11df3,3,3,1,3,1,1,3,0
5d913f1644578a1f48ddb37d,4,5,4,5,1,4,5,0
5d91489144578a1f48e76533,1,1,1,1,1,1,1,0
5d916d1e44578a1f4810e537,4,4,4,4,4,4,4,0
5d916d2b44578a1f48111e8e,4,4,4,4,4,4,4,0
5d9179d144578a1f482297d4,4,4,4,4,4,4,4,0
5d917f9844578a1f482773ea,1,1,1,1,2,1,1,0
5d9183f044578a1f482a8cb5,1,3,3,3,2,1,3,0
5d91852644578a1f482d145a,4,4,4,4,4,4,4,0
5d91875e44578a1f482ffd9b,4,4,4,4,4,4,4,0
5d91889644578a1f48319758,4,4,4,4,4,4,4,0
5d918c2344578a1f483bfbed,4,4,4,4,4,4,4,0
5d918d3044578a1f483e3324,1,1,1,1,1,1,1,0
5d918ddb44578a1f483f2efe,4,4,4,4,4,4,4,0
5d91965444578a1f4848ca55,4,4,4,4,4,4,4,0
5d91988744578a1f484c51b8,4,4,4,4,4,4,4,0
5d919e3b44578a1f4859f6b9,4,4,4,4,4,4,4,0
5d91a09644578a1f485c78ba,4,4,4,4,1,4,4,0
5d91a47e44578a1f48601afe,1,1,1,1,1,1,1,0
5d91b2e044578a1f486e31d0,1,3,1,3,2,1,3,0
5d91b5ce44578a1f48720b4f,3,3,3,3,1,3,3,0
5d91b8ba44578a1f487404e1,4,4,4,4,1,4,4,0
5d91bcd144578a1f487d3ef3,4,1,4,1,1,0,5,0
5d91bcd144578a1f487d53a1,4,1,4,1,1,0,5,0
5d91bf4f44578a1f4881d8ca,4,4,4,4,2,4,4,0
5d91c15544578a1f48853c56,4,4,4,4,4,4,4,0
5d91c58b44578a1f488cba9e,4,4,4,4,1,4,4,0
5d91c80044578a1f488f3a52,4,4,4,4,4,4,4,0
5d91c98244578a1f4891d12b,4,4,4,4,4,4,4,0
5d91ca4444578a1f4892c1fd,4,3,4,3,2,0,7,0
5d91cc0444578a1f48967fba,1,1,1,1,4,1,1,0
5d91cc2244578a1f489748e9,4,2,4,2,4,0,6,0
5d91d15044578a1f489fa82e,4,4,4,4,4,4,4,0
5d992a3d44578a1f48a21ce9,1,1,1,1,1,1,1,0
5d99355244578a1f48ab0170,2,3,2,3,1,2,3,0
5d9936c144578a1f48b22f99,4,4,4,4,4,4,4,0
5d993dca44578a1f48d15993,4,4,4,4,4,4,4,0
5d993ddd44578a1f48d2ff07,4,5,4,5,4,4,5,0
5d993dea44578a1f48d403d8,1,5,1,5,1,1,5,0
5d99536544578a1f48da49dd,4,4,4,4,4,4,4,0
5d99537b44578a1f48dbef0d,4,3,4,3,2,0,7,0
5d9958fb44578a1f48f79592,4,1,4,1,1,0,5,0
5d995ad344578a1f48fe7ff9,4,4,4,4,4,4,4,0
5d995dae44578a1f480a0231,4,4,4,4,4,4,4,0
5d995dbd44578a1f480a6f07,1,1,1,1,1,1,1,0
5d99610144578a1f48115146,4,3,4,3,4,0,7,0
5d99660044578a1f481c46af,2,1,2,1,1,0,3,0
5d99673244578a1f48287137,4,4,4,4,4,4,4,0
5d99689044578a1f482d8c51,4,4,4,4,4,4,4,0
5d99689244578a1f482ded6d,4,1,4,1,4,0,5,0
5d9968e544578a1f483202f4,4,4,4,4,1,4,4,0
5d99698744578a1f483370e0,4,4,4,4,4,4,4,0
5d996a0c44578a1f4836994c,4,4,4,4,4,4,4,0
5d996adc44578a1f483aa352,3,1,4,1,1,0,7,0
5d996c2744578a1f483c2580,4,1,4,1,2,0,5,0
5d996e2b44578a1f484d6351,4,4,4,4,4,4,4,0
5d996e3244578a1f484e723c,1,1,1,1,1,1,1,0
5d996eb444578a1f48531d6c,4,4,4,4,4,4,4,0
5d99783344578a1f486dc7c6,5,5,4,5,1,4,5,0
5d99791244578a1f48789c64,1,1,1,1,1,1,1,0
5d997a3644578a1f48822ba4,1,1,1,1,1,1,1,0
5d997a5444578a1f4884a8c5,4,4,4,4,4,4,4,0
5d997a7144578a1f4887b7e9,1,1,1,1,1,1,1,0
5d997aa144578a1f488bc253,4,4,4,4,4,4,4,0
5d997bbf44578a1f489163ba,1,1,1,1,2,1,1,0
5d997bda44578a1f489263b1,4,4,4,4,4,4,4,0
5d997be544578a1f4892fbb1,4,4,4,4,3,4,4,0
5d997cda44578a1f48990153,1,1,1,1,1,1,1,0
5d997f7644578a1f48a141f3,4,4,4,4,4,4,4,0
5d997f8144578a1f48a164da,4,4,4,4,4,4,4,0
5d99800a44578a1f48a9e27b,4,4,4,4,4,4,4,0
5d99816e44578a1f48b094ce,1,1,1,1,1,1,1,0
5d99818e44578a1f48b23590,4,4,4,4,4,4,4,0
5d9988fc44578a1f48c462fa,4,4,4,4,4,4,4,0
5d998a3044578a1f48cb50a5,4,2,4,2,4,0,6,0
5d998a8944578a1f48d1bd83,2,2,2,2,4,2,2,0
5d998ab844578a1f48d5e286,4,4,4,4,2,4,4,0
5d998ac244578a1f48d6c9a4,4,4,4,4,4,4,4,0
5d9a4df944578a1f48dfb2f5,4,4,4,4,4,4,4,0
5d9a4fb344578a1f48eae0d6,1,1,1,1,1,1,1,0
5d9a509144578a1f48ef35a1,1,1,4,1,1,0,5,0
5d9a524844578a1f48fff5d5,1,1,1,1,1,1,1,0
5d9a531444578a1f4802fd57,4,4,4,4,4,4,4,0
5d9a53f244578a1f4806525c,4,4,4,4,4,4,4,0
5d9a54c744578a1f480a4519,1,1,1,1,1,1,1,0
5d9a54c744578a1f480a4e06,4,4,4,4,4,4,4,0
5d9a562d44578a1f481201bc,4,3,4,3,1,0,7,0
5d9a56b944578a1f481a50d8,4,4,4,4,2,4,4,0
5d9f694144578a1f481c8fbc,4,4,4,4,2,4,4,0
5d9f6d1944578a1f4820cb99,2,2,2,2,4,2,2,0
5d9f732044578a1f4829e2d3,1,1,1,1,1,1,1,0
5d9f732944578a1f482aace5,4,4,4,4,4,4,4,0
5d9f732944578a1f482acbf1,4,2,4,2,2,0,6,0
5d9f757e44578a1f48332b51,4,4,4,4,4,4,4,0
5d9f75a244578a1f4836453f,1,1,1,1,1,1,1,0
5d9f75cb44578a1f48396e6b,3,3,3,3,4,3,3,0
5d9f7bc144578a1f48587989,5,1,1,1,1,1,5,0
5d9f7cfa44578a1f4860a54d,3,3,3,3,4,3,3,0
5d9f7d4b44578a1f48689e2f,4,4,4,4,4,4,4,0
5d9f7ed944578a1f487019c6,1,1,1,1,1,1,1,0
5d9f7ef144578a1f48728077,4,4,4,4,4,4,4,0
5d9f7efb44578a1f48740920,4,4,4,4,4,4,4,0
5d9f7f0944578a1f4874a111,4,4,4,4,4,4,4,0
5d9f7f1a44578a1f48757291,1,2,1,2,3,0,3,0
5d9f7fa744578a1f4878fad6,3,3,3,3,4,3,3,0
5d9f7fab44578a1f4879564a,1,1,1,1,1,1,1,0
5d9f80dd44578a1f488097b8,4,1,4,1,4,0,5,0
5d9f80f844578a1f4882bb3a,2,2,2,2,3,2,2,0
5d9f823c44578a1f48868215,1,1,1,1,2,1,1,0
5d9f83ef44578a1f4890c846,4,4,4,4,4,4,4,0
5d9f8a5444578a1f489ab5c3,1,3,1,3,2,1,3,0
5d9f8dd644578a1f48b12db0,1,1,1,1,1,1,1,0
5d9f8e1444578a1f48b42ce9,4,1,4,1,1,0,5,0
5d9f8f2444578a1f48b7dc50,3,3,3,3,2,3,3,0
5d9f8f2e44578a1f48b8abab,4,4,4,4,4,4,4,0
5d9f8f7844578a1f48bd322e,4,4,4,4,3,4,4,0
5d9f8fed44578a1f48c611d2,1,1,1,1,1,1,1,0
5d9f903d44578a1f48ccbe9a,4,4,4,4,4,4,4,0
5d9f904244578a1f48cd4c7e,4,4,4,4,3,4,4,0
5d9f904544578a1f48cd87c1,1,1,4,1,4,0,5,0
5da21f1444578a1f48d040c1,4,1,4,1,1,0,5,0
5da2225144578a1f48e272b9,4,4,4,4,4,4,4,0
5da2300044578a1f48fe1827,4,4,4,4,4,4,4,0
5da2302544578a1f4800b714,4,4,4,4,4,4,4,0
5da2307744578a1f4806bb8c,4,4,4,4,4,4,4,0
5da2311944578a1f480c4343,1,1,1,1,1,1,1,0
5da2321944578a1f4810b37f,4,4,4,4,4,4,4,0
5da2366644578a1f48181f34,4,4,4,4,1,4,4,0
5da2374b44578a1f481985d5,4,4,4,4,4,4,4,0
5da2376844578a1f481b3eec,1,1,1,1,1,1,1,0
5da2376d44578a1f481bf66d,1,1,1,1,1,1,1,0
5da2384444578a1f4822fc8e,4,4,4,4,4,4,4,0
5da23a4c44578a1f4827b569,1,1,1,1,1,1,1,0
5da23a5a44578a1f48280f97,5,2,5,2,1,0,7,0
5da23dd544578a1f4833b99f,4,4,4,4,4,4,4,0
5da2425044578a1f48508f97,4,4,4,4,4,4,4,0
5da2446444578a1f485de431,4,5,4,5,4,4,5,0
5da244d744578a1f4860bbfc,1,3,3,3,4,1,3,0
5da245bd44578a1f48656ad8,4,4,4,4,4,4,4,0
5da245d344578a1f4867bc96,4,4,4,4,2,4,4,0
5da2467f44578a1f486ce7c2,1,1,1,1,1,1,1,0
5da2472944578a1f4873392a,4,4,4,4,2,4,4,0
5da2473244578a1f48740b6f,4,4,4,4,4,4,4,0
5da2473344578a1f4874273d,4,2,4,2,4,0,6,0
5da247a244578a1f4875d0a0,4,4,4,4,4,4,4,0
5da2480a44578a1f48789e72,1,1,1,1,1,1,1,0
5da2486c44578a1f487aea76,4,4,4,4,4,4,4,0
5da2494c44578a1f487f85f0,4,4,4,4,4,4,4,0
5da2498544578a1f48837437,4,4,4,4,4,4,4,0
5da2499444578a1f4884f280,4,4,4,4,4,4,4,0
5da24c7344578a1f489529b8,4,5,4,5,4,4,5,0
5da24ca144578a1f4895f534,4,4,4,4,2,4,4,0
5da24d3d44578a1f48979f44,4,4,4,4,4,4,4,0
5da2523d44578a1f489fe6be,4,4,4,4,4,4,4,0
5da252ef44578a1f48a22f38,4,4,4,4,4,4,4,0
5da2540c44578a1f48a5bb95,4,4,4,4,4,4,4,0
5dab5ba644578a097c77696c,1,1,1,1,1,1,1,0
5dab60ea44578a097c83278c,1,2,4,2,2,0,7,0
5dab61a844578a097c8b37e0,1,1,5,1,4,1,5,0
5dab61af44578a097c8b4cc0,3,3,3,3,4,3,3,0
5dab621844578a097c90c746,1,1,1,1,1,1,1,0
5dab624d44578a097c935aad,2,2,2,2,4,2,2,0
5dab62a344578a097c977700,1,1,1,1,1,1,1,0
5dab637b44578a097c9facec,2,2,2,2,2,2,2,0
5dab63c544578a097ca2cc86,1,1,1,1,1,1,1,0
5dab64b944578a097caf3ac2,1,1,1,1,1,1,1,0
5dab64fd44578a097cb47d63,4,4,4,4,4,4,4,0
5dab654644578a097cb7fc2a,1,1,1,1,1,1,1,0
5dab66f544578a097ccd6355,3,4,4,4,2,0,7,0
5dab671644578a097ccfce68,2,2,2,2,2,2,2,0
5dab688e44578a097ce1de39,1,1,1,1,1,1,1,0
5dab691944578a097ce9faff,2,5,5,5,4,0,7,0
5dab691e44578a097cea550a,4,4,4,4,4,4,4,0
5dab7afd44578a097cf7606c,2,2,2,2,2,2,2,0
5dab7b8844578a097cfe93f7,1,1,1,1,1,1,1,0
5dab7c7e44578a097c0cc38f,4,4,4,4,4,4,4,0
5dab7d3f44578a097c1a286c,1,1,1,1,4,1,1,0
5dab7d6144578a097c1c6357,4,2,2,2,4,0,6,0
5dab7e3f44578a097c26685f,2,2,2,2,2,2,2,0
5dab7e7544578a097c298d0a,2,4,5,4,4,0,7,0
5dab7fc644578a097c361362,1,1,1,1,1,1,1,0
5dab7fcb44578a097c368c3a,1,1,1,1,1,1,1,0
5dab7fd444578a097c3738f2,2,4,2,4,2,0,6,0
5dab800344578a097c3b2a0d,2,2,2,2,2,2,2,0
5dab803244578a097c3f2d13,1,1,1,1,1,1,1,0
5dabbc9244578a1a24a7cd39,4,5,4,5,4,4,5,0
5dabbcbb44578a1a24a8cb4d,4,4,4,4,4,4,4,0
5dabbcea44578a1a24aaa802,4,4,4,4,4,4,4,0
5dabbd7144578a1a24b171c2,4,4,4,4,4,4,4,0
5dabbd7b44578a1a24b2a933,4,4,4,4,4,4,4,0
5dabbdb844578a1a24b811f1,4,4,4,4,4,4,4,0
5dabbddd44578a1a24bab3ac,1,3,1,3,4,1,3,0
5dabbe0744578a1a24bd3f07,2,2,2,2,4,2,2,0
5dabbecb44578a1a24cc217f,1,1,1,1,1,1,1,0
5dabbedd44578a1a24cd4179,2,2,2,2,2,2,2,0
5dabbf0a44578a1a24d0c9e2,4,4,4,4,4,4,4,0
5dabbf0e44578a1a24d11925,3,3,3,3,4,3,3,0
5dabc05044578a1a24e52fe8,3,3,3,3,3,3,3,0
5dabc05144578a1a24e555cc,2,2,2,2,1,2,2,0
5dabc05544578a1a24e5bd1e,4,4,4,4,4,4,4,0
5dabc08644578a1a24e971b8,2,2,1,2,1,0,3,0
5dabc08a44578a1a24e9b768,3,4,3,4,4,0,7,0
5dabc08e44578a1a24e9f064,2,4,2,4,4,0,6,0
5dabc13844578a1a24f67b36,2,2,4,2,2,0,6,0
5dabc17c44578a1a24fa9793,2,2,2,2,2,2,2,0
5dabc1bc44578a1a24fe1854,4,4,4,4,2,4,4,0
5dabc1e044578a1a24014c13,3,3,3,3,1,3,3,0
5dabc20144578a1a24043059,1,1,1,1,1,1,1,0
5dabc2a944578a1a240ebd60,1,1,1,1,1,1,1,0
5dabc3ff44578a1a2424fb31,2,2,2,2,2,2,2,0
5dabccb744578a1a2436c694,1,1,1,1,1,1,1,0
5dabccc544578a1a243700ec,4,4,4,4,4,4,4,0
5dabcd3844578a1a243cafa0,2,2,2,2,2,2,2,0
5dabcd3c44578a1a243d065c,4,4,1,4,3,0,5,0
5dabcd4344578a1a243d721f,4,3,1,3,4,0,7,0
5dabcd5e44578a1a243f73d6,1,1,1,1,3,1,1,0
5dabcd7244578a1a24406777,3,2,3,2,2,2,3,0
5dabcee344578a1a2456e1d9,1,1,1,1,1,1,1,0
5dabcf4a44578a1a245b0f08,1,1,1,1,1,1,1,0
5dabd07444578a1a246b929c,1,1,1,1,1,1,1,0
5de2a4fe44578a1a2477146f,3,3,3,3,4,3,3,0
5de2a91f44578a1a24819704,1,1,4,1,4,0,5,0
5de2a94344578a1a2482cec4,4,4,4,4,4,4,4,0
5de2abb444578a1a248ddc55,3,4,3,4,4,0,7,0
5de2abdb44578a1a248e5a8f,1,1,1,1,1,1,1,0
5de2c1e344578a1a24c213f3,4,4,4,4,4,4,4,0
5de2c70444578a1a24ca7a2f,4,4,4,4,4,4,4,0
5de2cc2344578a1a24d0746c,1,1,1,1,1,1,1,0
5de2ce4244578a1a24d1e503,4,4,4,4,4,4,4,0
5de2d53b44578a1a24d8717e,4,4,4,4,2,4,4,0
5de2d77644578a1a24da4d26,4,2,4,2,4,0,6,0
5de2dd0844578a1a24de58f8,3,3,3,3,3,3,3,0
5de2ddc744578a1a24df329d,2,2,1,2,2,0,3,0
5de2e0f144578a1a24e22aec,1,1,1,1,1,1,1,0
5de2e17144578a1a24e2ef71,1,5,2,5,1,0,7,0
5de2e3bf44578a1a24e61fdc,4,4,4,4,4,4,4,0
5de2e60044578a1a24e80544,2,2,2,2,2,2,2,0
5de2e6f944578a1a24ed3851,1,4,2,4,1,0,7,0
5de2e72444578a1a24eea7fc,4,4,4,4,4,4,4,0
5de2e76544578a1a24f0cffc,3,3,3,3,4,3,3,0
5de2e7b344578a1a24f19fca,1,1,1,1,1,1,1,0
5de2e82a44578a1a24f39705,2,2,2,2,2,2,2,0
5de2e94044578a1a24f53659,3,5,3,5,1,1,7,0
5de2e9c944578a1a24f63a31,4,4,4,4,4,4,4,0
5de2eaf744578a1a24f7c67c,4,4,4,4,4,4,4,0
5de2eb0e44578a1a24f86763,2,2,2,2,4,2,2,0
