A1,A2,A3,hour,weekday,truth,month,age,sex,org,RMV,REM,RGLAD,RLFC,text
1,0,1,20,Sun,0,11,30-39,male,non-org,1,1,1,1,"Anyone who complains about time change throwing off your sleep, you have too good a sleep schedule. So shut up. We’re all jealous."
0,0,0,10,Sat,0,11,>=40,male,non-org,0,0,0,0,Slept for nine hours and now having pizza and beans (British style) for breakfast ✨✨ https://t.co/Zz1qRuGW9g
1,1,1,10,Sat,1,11,30-39,male,non-org,1,1,1,1,Is it a good idea to drive for six hours after four consecutive days of moderate drinking and little sleep? Probabl… https://t.co/PwA1U6av33
1,0,0,13,Sat,1,11,19-29,female,non-org,0,0,0,0,This insomnia shit it out of hand.
0,0,0,21,Tue,0,11,<=18,male,non-org,0,0,0,0,#BeforeIFallAsleep I get naked
0,0,0,01,Sun,0,11,<=18,male,non-org,0,0,0,0,@Alpharad 320k assuming 8 hours sleep is my guess
0,0,0,05,Sun,0,11,19-29,female,non-org,0,0,0,0,Happy extra hour of sleep day to everyone without kids! 😂🤷🏼‍♀️
0,0,0,05,Sun,0,11,30-39,female,non-org,0,0,0,0,"I don’t know about you, but getting up for an early flight I REALLY  appreciated that extra hour of sleep this morn… https://t.co/FyOnCfG3GG"
0,1,0,22,Mon,0,11,19-29,male,non-org,0,0,0,0,Sleep is what I need right now. Goodnight tweeps... Kachifonu... https://t.co/yqC5cfezK0
0,0,0,09,Sun,0,11,30-39,male,non-org,0,0,0,0,Gets an extra hour of sleep… is more tired https://t.co/FCmoPm9Tes
0,0,0,21,Mon,0,11,30-39,female,non-org,0,0,0,0,"have a small glass of wine, rest for one night and get back at it tomorrow night. Because, I'm having an Exhibition… https://t.co/89eu3sOfWm"
0,0,0,00,Tue,0,11,19-29,female,non-org,0,0,0,0,G’night Sweet Tweeps 😴 #twitter #sleepy https://t.co/5Z3b1li09d
1,0,0,09,Sun,0,11,30-39,male,non-org,0,1,1,1,End of DST and so i got an extra hour to sleep in 😌
1,1,1,02,Tue,1,11,30-39,male,non-org,1,1,1,1,@vivian158995 Insomnia is keeping me up.
1,1,0,06,Mon,1,02,30-39,male,non-org,1,1,1,1,Got the picture off on my tv &amp; the sound up as I try to sleep. #TradeCentre #TSN #HockeyTwitter #insomnia
1,0,0,16,Sun,0,11,19-29,female,non-org,0,0,1,0,Still trying to figure out how I’m able to sleep comfortably with no interruptions for 10.5 hours each day...
1,1,0,08,Thu,0,11,19-29,female,non-org,1,1,1,1,Why can’t my bed feel this comfortable in the night when I’m tryna go to sleep?! https://t.co/8eBoOgHnvp
1,1,1,01,Sun,1,11,<=18,female,non-org,1,1,1,1,I have to be up in two hours and I haven’t even slept yet ohh boy this is gonna be a loooooong day
0,1,0,22,Sat,0,11,19-29,male,non-org,0,0,0,0,How does one sleep tonight where there is an 11:00 AM Mountain Eskimos playoff game ? https://t.co/diL655DjEe
0,0,0,12,Mon,0,11,>=40,male,non-org,0,0,0,0,When you eat all your snacks before lunch all there’s left is “sleep-blinks” to pass the time... #treestandproblems… https://t.co/aSqaYb8LTF
0,0,0,14,Sun,1,11,30-39,male,non-org,0,0,0,0,Under the blanket shaking cause cold trying to fall asleep and forget how bad I feel. 🤒
1,0,1,19,Mon,1,11,19-29,male,non-org,1,1,1,1,Yay for naps after work that will fuck up my sleep schedule for the week😩
0,0,0,16,Sat,0,11,30-39,female,non-org,0,0,0,0,TFW you realize you’re definitely going to have a good sleep tonight https://t.co/OTULhC67Oy
0,0,0,17,Sat,0,11,30-39,male,non-org,0,0,0,0,I fell asleep today with YouTube on and the @CrabsAndScience cat alarm clock video came on and woke me up. Thanks!
1,1,0,09,Mon,1,11,19-29,male,non-org,1,1,1,1,I’m falling asleep in this class.
0,0,0,12,Mon,0,11,19-29,female,non-org,0,0,0,0,I wanna sleep so I dont think about my problems but when I sleep I dream about my problems instead.  Vicious cycle
0,0,0,20,Thu,0,11,19-29,female,non-org,0,0,0,0,I have no business posting my work on twitter but hey if ya wanna see more hit my gram @ sleepyreal https://t.co/tnHg2BKgWJ
0,0,0,23,Fri,0,11,19-29,female,non-org,0,0,0,0,After a day like today; call me to check on me tomorrow 😭 sleeping till I work at 2 tomorrow.
0,0,1,11,Sat,0,11,<=18,male,non-org,0,1,0,1,I was tired so went to sleep early and I just woke up... I slept 15 hours !!! That's like 4 normal days worth of sleep lol
0,0,1,06,Wed,0,11,>=40,male,non-org,0,0,0,0,"@tyler_casper No, in my nightmares I'm a legal #CCW permit holder, so I'm always well protected. Nightmares fear me."
1,1,1,21,Wed,1,11,30-39,female,non-org,1,1,1,1,"Me, still awake even though my toddler was up at 4 am and probably will be again tonight: https://t.co/UTXMm4vfr6"
0,0,0,13,Thu,0,11,>=40,male,is-org,0,0,0,0,REMINDER: The @CarsonLawOPC Rock Elite Midget Division is moving up in time starting tonight for the rest of the se… https://t.co/ujUWyKa0Ai
0,0,0,13,Thu,0,11,>=40,male,non-org,0,0,0,0,"I'm at @RexallDrugstore in Toronto, ON https://t.co/Ie1f6Skflh"
0,0,0,09,Mon,0,03,>=40,male,non-org,0,0,0,0,"I'm at @RexallDrugstore in Etobicoke, ON https://t.co/Q1oaxAI2P6"
0,0,0,00,Wed,0,12,>=40,female,non-org,0,0,0,0,"@PascoSheriff Goodnight, sleep tight, don’t let the bedbugs bite! 🤓 https://t.co/t4ioYYxSqM"
0,1,1,01,Wed,1,12,>=40,male,non-org,1,1,0,1,"Sorry, fell asleep. Too many late nights. I am not God, but Even God has to rest every 7 days.🙉🙉🙉😬😬🌙🌙🌙"
0,0,1,00,Thu,0,02,>=40,male,non-org,0,0,0,0,"Well since Karen found her destiny / calling, I'll just regress to a 5 years old &amp; go to sleep. Have a good night 💤💤💤"
0,0,0,22,Sun,0,12,19-29,female,non-org,0,0,0,0,Just found out that one of the ASMR artists I listen to (to help me fall asleep) is on Apple Music. No more YouTube… https://t.co/RGbW8ZV6PW
0,0,1,02,Mon,1,12,>=40,female,non-org,0,0,0,0,Happy insomnia month!! 🤦🏻‍♀️
0,0,1,09,Wed,0,12,30-39,female,non-org,0,0,0,0,"Hubs has been sick for the past couple days and is not sleeping well. Gavin didn't sleep last night, just realized… https://t.co/GtyPibQ06k"
1,0,0,02,Tue,1,12,>=40,female,non-org,0,0,1,0,When you wake up in the middle of the night and can’t turn your brain off... https://t.co/tkuScCt2dE
0,0,0,06,Fri,0,11,30-39,male,non-org,0,0,0,0,@PBClarke That reminds me of this one New Years party. My friend ended up falling asleep in the living room whilst… https://t.co/Sk1bprfNb3
0,0,0,23,Mon,0,12,19-29,female,non-org,0,0,0,0,Man I can't wait to take a nap tomorrow 😤
0,0,0,23,Fri,0,12,>=40,male,non-org,0,0,0,0,@Ligia1712M Good night Gia. Sleep well😊
1,1,1,01,Tue,1,12,>=40,male,non-org,1,1,1,1,Why am I just thinking this now? It's because I has a #NightTerror style #nightmare during my sleep yesterday about… https://t.co/10AQxjha5j
1,0,1,01,Tue,1,12,19-29,female,non-org,1,1,0,1,Looks like it's that time again. The insomnia has struck and there is only one cure. https://t.co/9c12wZ7NX7
0,1,1,05,Fri,1,02,19-29,female,non-org,1,1,1,1,I can't go back to sleep. 🥺 https://t.co/CX8sdbecMv
1,0,1,02,Tue,1,12,19-29,male,non-org,1,1,1,1,"why u so loud, i have insomnia"
1,0,0,15,Wed,0,12,>=40,male,non-org,0,0,0,0,You damn well bet I'd come up with some pointed comments a few hours later just as I was almost falling asleep. The… https://t.co/PKXY1qFbUG
0,0,0,12,Tue,0,12,<=18,female,non-org,0,0,0,0,"@lindseylomis oh whoops you said songs lol. Problem With You &amp; As Long As You’re Asleep (Sabrina Claudio), Onto Som… https://t.co/aKTaOcJMnk"
0,0,0,15,Sat,0,12,30-39,male,non-org,0,0,0,0,"JT Miller popping the water bottle will be the highlight of my weekend, may as well go to sleep until Monday. @Canucks #GoCanucksGo💙💚"
1,1,1,05,Sun,1,12,19-29,female,non-org,1,1,1,1,Searching for a place to sleep now. But the smart thing to do is wait till 3pm so I don't have to pay for two night… https://t.co/FdkQ8WztgP
0,0,0,02,Fri,0,12,19-29,male,non-org,0,0,0,0,My face on fire. I damn near fell asleep for almost a whole hour with an exfoliating treatment on my face that was… https://t.co/A8AEk0nL8G
1,0,1,16,Sun,1,12,19-29,female,non-org,1,1,0,1,Lack of sleep/food + stress + travel + public/international spaces is a recipe for getting really sick. We can take… https://t.co/vZBgbbeXmi
0,0,0,22,Sun,0,12,30-39,female,non-org,0,0,0,0,@dewarpr Amazing thank you!! I can’t wait to sleep for a week now! Haha!
1,1,1,03,Mon,1,12,19-29,female,non-org,1,1,1,1,"You know you’re whipped when you sleep 2 hours, wake up to watch a live in another language and don’t understand shit at 3:30am 🙋🏻‍♀️"
0,0,0,02,Sat,0,12,30-39,female,non-org,0,0,0,0,Meg you won't fall asleep unless you get your anti psychotic in you -
0,1,0,18,Wed,0,12,19-29,male,non-org,0,0,0,0,@Lola_Dreambomb I feel like I'm going to fall asleep everytime I see a last Jadi was good tweet. Enough of them and… https://t.co/KiGGusYLIQ
1,1,1,02,Sat,1,01,19-29,male,non-org,1,1,1,1,This is the 3rd night in a row I haven't been able to sleep 😤
0,1,0,23,Tue,0,02,19-29,male,non-org,0,0,0,0,I'm really depressed lately/ for the past while. I keep thinking I'll wake up early the next day and  start fresh b… https://t.co/F55PzAl91p
0,0,0,23,Wed,0,12,19-29,female,non-org,0,0,0,0,My puppy Freya has slept the last two nights in my room and on my bed. It’s the first time I’ve had a dog sleep in… https://t.co/zPl9hteJan
0,1,1,06,Thu,1,12,19-29,female,non-org,1,1,1,1,my sleep lasted 2 hours??? i want a refund
0,0,0,08,Thu,0,12,>=40,female,non-org,0,0,0,0,I’m developing some impressive mad snirt riding skills for a middle aged teen! I was grinning the whole way home last night. #yycbike ❄️🚲😜
1,1,1,03,Sun,1,12,19-29,female,non-org,1,1,1,1,Post concert insomnia is too real omg
0,0,1,16,Thu,1,12,30-39,female,non-org,0,1,0,1,I feel like I haven’t slept in a year but I’ve been sleeping more than enough each night. My head is fuzzy. My body… https://t.co/aehatoih4F
1,1,0,18,Thu,1,12,19-29,male,non-org,1,1,0,1,I want healthy dinner. I don't want to make healthy dinner. Sleep deprived dilemma. https://t.co/WVALiq6YTz
1,1,1,14,Fri,1,02,19-29,male,non-org,1,1,1,1,Goddamnit. I need to sleep but I can never nap on show days. https://t.co/Kd2IArOoKA
0,0,0,21,Sun,0,12,<=18,male,non-org,0,0,0,0,Why is Angela wedding dress shopping in the middle of the night??  #90DayFiance https://t.co/ugjpwHDgKT
1,1,0,14,Fri,1,12,19-29,female,non-org,1,1,1,1,"super swooning, but also super sleepy. if i can crush a lagree class after getting 2 hours of sleep... i can do ANY… https://t.co/heObeQhD8t"
0,0,0,12,Fri,0,12,19-29,male,non-org,0,0,0,0,I gotta get a haircut tomorrow. Been putting it off all week for some bitch ass sleep.
1,1,1,14,Fri,1,12,>=40,male,non-org,1,1,1,1,My life flips flops between this and insomnia.
0,0,0,18,Fri,0,12,>=40,male,non-org,0,0,0,0,Most of my work is done when everyone else is asleep.
0,0,0,12,Mon,0,12,30-39,female,non-org,0,0,0,0,A backpack of pizza and sleepiness
1,0,0,20,Mon,0,12,>=40,male,non-org,0,1,0,1,@ABC This lion will not sleep tonight.
1,1,1,05,Sun,1,12,19-29,female,non-org,1,1,1,1,I took a 2 hour nap after supper but haven’t slept in 48 hours lmao I need help
1,1,1,02,Wed,1,12,>=40,male,non-org,1,1,1,1,Can't sleep. Too excited by all the insights gained from @EventModeling yesterday. It's a valid way to explore prob… https://t.co/xZFH9mTJWM
1,0,0,05,Tue,1,12,19-29,female,non-org,0,1,1,1,i’ll probably fall asleep at 7am and wake up at 10am 🙄
0,1,1,09,Sat,0,02,19-29,female,non-org,1,1,1,1,"yeooo i’m mad, how did i fall asleep with my bra on... now my breast hurts 😩😭"
1,1,1,04,Tue,1,03,19-29,female,non-org,1,1,1,1,my sleeping schedule is so messed up
0,1,0,04,Tue,0,12,19-29,male,non-org,0,0,0,0,i was so exhausted that i fell asleep at 8:30PM wth… i didn’t even have the energy to eat supper… 😩
0,1,0,06,Tue,0,12,>=40,male,non-org,0,0,0,0,@Ordinary1World My dog decides when or if I get to sleep each night
0,0,0,21,Tue,0,12,30-39,male,non-org,0,0,0,0,Ok Oilers game is over. Now to fall asleep on the couch with “Top Plays of the Year” on the TV trying to make it to… https://t.co/9sQgoIALKK
0,1,1,14,Tue,1,12,19-29,male,non-org,1,0,1,0,"Shower, sleep for 4 hours, then work all night😴🥱"
1,1,1,11,Tue,1,12,>=40,male,non-org,1,1,1,1,It’s been coming for a few days... but today I’ve been hit by the lurgy! Lack of sleep and the time of year has pro… https://t.co/6cp5gHW9Y8
0,0,1,16,Sun,0,12,<=18,female,non-org,0,0,0,0,"My lady things could make me sleep an entire 24 hours or more, it’s like my energy depleted in its entirety. Is this even normal???"
0,0,0,03,Wed,0,01,19-29,male,non-org,0,0,0,0,I dunn it! But didn't take me 5 days....more like 7 hrs which includes a nap at a Weigh Station lol
1,0,1,18,Tue,1,12,19-29,male,non-org,1,1,1,1,Can I foodora melatonin? Asking for myself
0,0,0,04,Wed,0,12,19-29,male,non-org,0,0,0,0,How about that time I almost spoiled Christmas because Santa fell asleep 😅
0,0,0,04,Wed,0,12,19-29,female,non-org,0,0,0,0,offering whimle. hammered to wake my friend up for work at 7 was one of my worst mistakes cause i’m SLEEPY. h
1,1,1,13,Mon,1,12,30-39,female,non-org,1,1,1,1,"I work in 6 hrs, I can’t sleep 🥴🥴 https://t.co/S0zOkChwWV"
0,1,0,dummy,dummy,0,dummy,30-39,female,non-org,0,0,0,0,Too much pain in my shoulders to sleep lying down. Someone followed from the bed to the couch. #catsofinstagram… https://t.co/ey8wiY2M6t
0,0,0,08,Fri,0,12,30-39,male,non-org,0,0,0,0,@EvilBeastLord Good night dude rest well
1,1,1,02,Sat,1,01,19-29,female,non-org,1,1,1,1,Brrro u give me anxiety it’s almost 3AM I KNOW I AINT ASLEEP BUT THATS HELLA DEEP
0,0,0,12,Mon,0,01,19-29,male,non-org,0,0,0,0,"Took me til 2020 to find out that there was rumors last year at work about me sleeping with a married nurse, even w… https://t.co/nYAcZnTxaa"
0,0,0,12,Fri,0,12,19-29,female,is-org,0,0,0,0,Mybsweet Duckling @AstroInsomniac sent me this AMAZING Christmas gift. Gonna make SO MANY maps.… https://t.co/rQxUYlh9Qa
0,0,0,10,Sat,0,01,30-39,male,non-org,0,0,0,0,This little stinker refused to permit much sleeping in today. Fortunately for him he is extremely cute https://t.co/ifyp8mzy3h
1,0,1,04,Fri,1,01,30-39,female,non-org,1,1,0,1,Five days in playing the #Witcher3. I’m 22 % complete somehow and haven’t slept more than six hours a night in four… https://t.co/3vFJWFBkbm
1,1,0,05,Sun,1,03,30-39,female,non-org,1,1,0,1,@HighlightReelss @CJMELondon I feel that in my soul. I tried to fix my sleep schedule and ended up waking up at 2 a… https://t.co/uR70KDE8Vq
0,0,0,10,Sun,0,01,>=40,male,non-org,0,0,0,0,"On the bright side, you couldn't ask for a better day to read, nap on the couch, or engage in arguments about climate change. #yegwx"
0,0,0,13,Sun,0,01,30-39,female,non-org,0,0,0,0,@littlerandy Benefits of being a #deafgirl. Slept right through it.
0,0,0,21,Fri,0,01,19-29,female,non-org,0,0,0,0,Sleepy little man after all the holiday fun #RuffFriday #Kobe #Frenchie #FrenchBulldogsOfTwitter https://t.co/umoVrz0uQe
0,0,0,17,Tue,0,01,30-39,male,non-org,0,0,0,0,@DevoidJKH @mrjefmac He hasn't but it's nice to see a coach actually give our starter a rest once in awhile. A lot… https://t.co/RSMfJABErA
1,1,0,02,Sat,1,01,19-29,female,non-org,1,1,1,1,Really tired and worn out so I went to bed at midnight. Went right to sleep. Woke up at 1:25 because of coughing. C… https://t.co/fkyhmXR9B2
1,1,1,00,Mon,1,04,19-29,female,non-org,1,1,1,1,I can't sleep. My heart hurts too much. #NovaScotiaStrong
0,0,0,18,Sun,0,01,<=18,male,non-org,0,0,0,0,@BCFerries heard that if the 7 can't leave Tsawwassen the you're cancelling the rest of the night..... Brutal!
0,0,1,03,Sat,1,01,>=40,female,non-org,0,0,0,0,Anyone suffering from #insomnia? I am so decided to light one up and started reading the Hansard notes from govt si… https://t.co/C3qEqUBloA
0,0,0,10,Sat,0,01,30-39,female,non-org,0,0,0,0,"I slept 10 hours, which is an amazing amount of time for me, let alone while being sick; thanks Buckley’s! Also the… https://t.co/kCoIpW2zBN"
1,1,1,01,Tue,1,01,30-39,female,non-org,1,1,1,1,Riding that insomnia train again. https://t.co/vfN0WPhWbN
0,1,1,10,Fri,1,01,<=18,male,non-org,1,1,0,1,I’ll regret sleeping on the floor through the night today.
0,0,0,02,Tue,0,01,<=18,male,non-org,0,0,0,0,"And I knew he would be pissed if he saw I had stayed up all night, so I just pretended I had fallen asleep doing ch… https://t.co/rWKlpbu81g"
1,0,0,02,Mon,0,01,19-29,female,non-org,0,0,0,0,school is annoying me right now so i’m gonna cope with it by going to sleep. goodnight y’all 😒😴
0,1,0,06,Mon,0,01,>=40,female,non-org,0,0,0,0,"@Laydee_El Not that it helps when you are pondering things in the middle of the night - trust me, I get that. But I… https://t.co/19PjJVutFL"
1,0,1,15,Mon,1,01,>=40,male,non-org,1,1,1,1,"imagine having sleep paralysis, just to see this figure saying ‘"
0,1,1,19,Mon,0,01,19-29,female,non-org,1,0,0,0,"I don't know if I'll be in town yet, but fuck it.. I really want to see @SleepOnItBand at hard luck again next month."
0,0,0,07,Thu,0,01,>=40,female,non-org,0,0,0,0,Slept in an missed my run this morning . I look forward to my Apple Watch reminding me every hour #marathontraining
0,0,0,10,Thu,0,01,30-39,male,non-org,0,0,0,0,@dsafire and I slept here last night. IScience discovers: it's the 2yr old mattress my retired mother bought for us… https://t.co/r2ZR22isHX
0,0,0,23,Sat,0,01,19-29,female,non-org,0,0,0,0,@KeyannaSmart Are you stressed? Or worried? Are you getting enough sleep? Do your nerves feel funny? Any numbing or… https://t.co/xesKkFDU3U
1,0,1,04,Sun,1,04,19-29,female,non-org,1,1,1,1,I want my sleeping schedule back
0,0,0,00,Sun,0,01,19-29,female,non-org,0,0,0,0,Babe your father better not snore tonight I need all the rest I can get.
0,0,0,02,Sun,0,01,30-39,male,non-org,0,0,0,0,@Shoetanopeyemi Amen na I dun say Amen to you I dey go sleep. It's almost 3am. Una goodnight
0,0,0,08,Sun,0,04,30-39,male,non-org,0,0,0,0,@eronsjohnson I am sorry embassy doesn't even see me no be una Wey dey sleep for embassy for days to travel 😭😭😭😭 As… https://t.co/xOrVPZiEAc
0,0,1,03,Fri,1,12,<=18,male,non-org,0,0,0,0,3:30am and I'm organizing the apartment instead of getting sleep for work tomorrow. (today) 👌
1,1,1,16,Tue,1,05,<=18,male,non-org,1,1,1,1,I keep getting super sleepy when I wake up at a decent hour. Gotta remind myself that I was drinking a lot more cof… https://t.co/xMxNEF5MKv
1,1,0,15,Fri,1,03,<=18,male,non-org,1,1,1,1,"Might have to head back out for more adventures. Resetting my sleep schedule is an all day thing, and I'm too close to my bed at home."
1,0,1,07,Sun,1,01,>=40,male,non-org,1,1,1,1,Fuck it insomnia 🤮🛌
0,1,1,16,Sat,1,12,19-29,female,non-org,1,1,0,1,@sjbouknight Haha true! I’m looking at basic mechanisms (mainly glia) involved in responses to chronic sleep loss 😴
0,0,0,09,Tue,0,12,19-29,male,non-org,0,0,0,0,WE SLEPT ALL NIGHT I SAID WHO THE FUCK SIPPIN TN
1,0,1,07,Fri,1,04,19-29,male,non-org,1,1,1,1,Maybe someday I’ll be able to manage atleast 6 hours of sleep again
1,1,1,00,Wed,1,01,19-29,male,non-org,1,1,1,1,Can't sleep. Laying in bed thinking about how to improve at Smash.
1,0,0,06,Fri,1,01,>=40,male,non-org,0,0,0,0,Sometimes adulting means just 2 hours of sleep and a very big  smile afterwards 😁
0,0,0,22,Mon,0,02,19-29,male,non-org,0,0,0,0,@itsssammiee I downloaded and then binge watched the circle every night when I went to sleep while away on vacation… https://t.co/dFVgJaA0Po
0,1,0,10,Mon,0,01,19-29,female,non-org,0,0,0,0,So much heaviness in today and this just made my morning
1,1,1,07,Wed,1,02,30-39,female,non-org,1,1,1,1,@NSRasta I’m tired but I can’t sleep!! The first 4 days all I did was sleep. Back to my insomnia fueled life now. I… https://t.co/SRgy5kLzUC
1,0,0,17,Fri,0,01,19-29,female,non-org,0,0,0,0,"At work, half asleep at my desk. My SM is here. Where can I hide for an hour? Lol"
1,0,0,16,Fri,0,01,19-29,female,non-org,0,0,0,0,One day you young and fun and the next you trying hard not to fall asleep just sitting on the bed!
1,1,1,10,Tue,1,02,19-29,male,non-org,1,1,1,1,3 hours of sleep and I’m stuck in class kill me
0,0,0,16,Wed,0,02,19-29,male,non-org,0,0,0,0,"Half of Raps Twitter to the other Half of Raps Twitter last night, all day today, probably tomorrow and the rest of… https://t.co/MwMH5bd36A"
1,1,1,02,Sat,1,02,19-29,female,non-org,1,1,1,1,"It’s 3am, I can’t sleep because it’s so dry and the wifi is down. #firstworldproblems"
0,0,0,22,Wed,0,02,19-29,female,non-org,0,0,0,0,"When the lights go down and everyone's sleeping. And there's no one around, girl you know what I'm thinking .... I… https://t.co/nD23CxWGhn"
0,0,0,21,Wed,0,02,>=40,male,non-org,0,0,0,0,Someone isn’t getting a lot of sleep tonight....
1,0,1,10,Tue,0,01,30-39,male,non-org,1,1,1,1,@GaryBaldwin705 Yes it was and I also got 3 hours sleep by the time you got home.
0,0,1,07,Thu,1,02,30-39,female,non-org,0,0,0,0,I’m such a light sleeper... Everything wakes me up (unless I’m sedated with Benadryl)
0,0,0,08,Thu,0,02,>=40,male,non-org,0,0,0,0,@JasonSCampbell Possibly...but he’ll sleep peacefully at night knowing he’s the only @GOP senator with morals and balls.
0,0,1,03,Sun,0,02,>=40,male,non-org,0,0,0,0,Love when people throw snowballs at us when we are trying to work sorry u got kicked out the club go home and sleep
1,1,1,07,Sun,1,02,19-29,female,non-org,1,1,1,1,This is the first night in over 12 years where I didn’t sleep a wink 😭 fml
0,0,0,14,Sun,0,02,>=40,female,non-org,0,0,0,0,Totally failed at #Oscars2020 only saw Joker. Fell asleep watching The Irishman and Once Upon a Time in Hollywood.… https://t.co/wVwIU8V2jJ
0,0,0,16,Sun,0,02,19-29,female,non-org,0,0,0,0,My Nonna deadass thinks waking my sister who is finally asleep after a night of seizures is the way to go.
0,0,0,00,Sat,0,02,19-29,female,non-org,0,0,0,0,"@DVanderkoy @RDeLaGhetto613 No harm, no foul this time ☺️ Enjoy the rest of your Friday night !"
0,0,0,08,Mon,0,02,30-39,female,non-org,0,0,0,0,My 17 month old still does not “sleep through the night” just in case you’re wondering how my mental acuity is thes… https://t.co/nnJp5mc6af
0,0,0,21,Mon,0,02,>=40,male,is-org,0,0,0,0,@Noahpinion @MatthewP_B @originalspin Yes. Insomniac gamers who finished college 2 credits short to open skateboard… https://t.co/9ASk5gCMHF
0,0,0,03,Sat,0,02,19-29,male,non-org,0,0,0,0,"i was about to peacefully fall asleep until I saw another looneynutfucc say “dIeTs DoNt WoRk” , how did my Jenny Cr… https://t.co/ZZSXsv7ors"
0,0,0,18,Sat,0,02,30-39,male,non-org,0,0,0,0,"@petedalliday @PGreggy Pat’s not gonna be able to sleep for three nights, so he better put a diaper on and make him… https://t.co/kQOO2WADBo"
1,1,0,18,Sun,0,02,<=18,female,non-org,1,1,1,0,can’t wait to sleep early tonight and then go to the gym in the morning🥰🥰🥰
0,0,0,12,Thu,0,02,30-39,female,non-org,0,0,0,0,@PeteyReilly @insomniacgames @DpDwarf @HUMANSPARKGAMES @MarvelGames @Captured_Collec @GamerGram_GG @ArtistSociet… https://t.co/f0z5DbBmhW
0,0,0,13,Mon,0,02,30-39,female,non-org,0,0,0,0,"Let's get in shape for Summer 2020! Healthy Eating, Sleep, Exercise and forgivesness for the days you may not be fu… https://t.co/L7XzZpwMk7"
0,0,0,05,Thu,0,02,19-29,female,non-org,0,0,0,0,Fall asleep early now I’m wide awake ugh
0,0,0,03,Fri,0,02,>=40,female,non-org,0,0,0,0,@waltshaub Walter you’re getting like the rest of us tweeting in the middle of the night.
0,0,0,12,Fri,0,02,19-29,male,non-org,0,0,0,0,@SlumberFA You’re back 👀 I got the one and only Stevey on the squad rn too
1,1,1,14,Tue,1,05,19-29,male,non-org,1,1,1,1,I really do need to fix my sleep schedule waking up at 2pm ain’t it when I have a bunch of things I wanna do
1,1,1,21,Tue,1,02,19-29,male,non-org,1,1,1,1,I slept 2 hours last night and have been up all day since 6:45am fml
1,0,0,01,Tue,0,02,19-29,female,non-org,0,0,0,0,I want to try this broom thing but I’m scared I won’t be able to sleep at night
0,0,0,21,Fri,0,03,30-39,male,non-org,0,0,0,0,@funkygirlkerri And a good night to you too.. sleep well 😘
1,1,1,02,Sun,1,03,>=40,female,non-org,1,1,1,1,"@GaryScribbler It’s most painful at this moment, awake at 2am, worried and unable to sleep. I know he would have ta… https://t.co/KeHyPHBaCl"
1,0,1,08,Sun,1,03,19-29,female,non-org,1,1,1,1,i feel like i slept for 1 hour exactly tbh.......can we just put today in rice
1,0,0,08,Mon,0,02,19-29,female,non-org,0,0,0,0,may have to leave work early just to sleep wow
0,0,0,00,Tue,0,03,>=40,male,non-org,0,0,0,0,He had me at Melatonin.
1,1,1,02,Wed,1,04,19-29,female,non-org,1,1,1,1,my nightmares came back and i miss texting u when i couldn’t sleep
0,0,0,09,Tue,0,03,19-29,female,non-org,0,0,0,0,The only good thing I have from quarantine is a good sleeping schedule lol
0,0,0,09,Thu,0,04,19-29,female,non-org,0,0,0,0,"@Kat_McNamara Best of luck! I always fall asleep when I relocate to the bedroom, lol"
0,0,0,04,Wed,1,04,19-29,female,non-org,0,0,0,0,"Before people think I’m crazy, my sleep schedule kind of switched to sleep at 5am and wake up at 3pm, I want to cha… https://t.co/DG7sYMkXRL"
0,0,0,03,Wed,0,04,19-29,female,non-org,0,0,0,0,"Uhg, Axel decided now (3am) was a great time to wake up and be fully awake. I mean, we fell asleep super early (6pm… https://t.co/v1mCq3L5cC"
0,0,0,09,Sat,0,04,30-39,female,non-org,0,0,0,0,@PeachesDecarlo Constantly. Even with lots of sleep the days are still super long.
0,0,1,05,Sun,0,04,30-39,male,non-org,0,0,0,0,"Good article. This might be the insomnia talking, but if we had funded core infrastructure and dug ourselves out of… https://t.co/uPzg1XrzsL"
1,0,1,15,Sun,1,04,>=40,male,non-org,1,1,0,1,@AnaSmallwood That’s exactly how I manage my sleepless nights. What’s a schedule matter at the moment to a lot of us anyways? :-)
1,1,0,04,Mon,1,04,30-39,male,non-org,1,1,1,1,My sleep schedule all the way ruined
0,0,0,09,Mon,0,04,30-39,male,non-org,0,0,0,0,Feeling accomplished and tired after a good sweat. I don’t know why it doesn’t affect my sleep after a late night j… https://t.co/DULzxwdZsf
0,0,0,19,Thu,0,04,>=40,male,non-org,0,0,0,0,How do you sleep at night?? Serious question!
1,1,1,05,Sun,1,04,30-39,male,non-org,1,1,1,1,I haven't had proper sleep this whole damn quarantine
0,1,0,22,Sun,1,04,19-29,male,non-org,0,0,0,0,I do wonder how everyone else's sleep is going during this Pandemic. I have hit my 7 hour sleep goal exactly 4 time… https://t.co/QZZkKdjC2F
1,1,1,11,Mon,1,04,19-29,female,non-org,1,1,1,1,"@wx_becks I totally agree. I am not sleeping as good these days in general, despite being in bed for like 8-9 hours each night (no commute)."
1,0,0,05,Sat,0,04,19-29,female,non-org,0,1,0,1,HYYH: Epilogue is the only concert series I haven’t seen and I fell asleep !!! someone post it on YouTube again for me to watch please!
1,1,1,07,Sat,1,04,19-29,male,non-org,1,1,1,1,‘Kay I need someone to choke me out at night cause I’m still awake 🤣 any volunteers? Can’t guarantee I won’t fight… https://t.co/8OF2Tzf1rr
